City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
365,Guerrero Negro,MX,27.98,-114.06,73.09,57,0,13.53,clear sky
366,Guiyang,CN,26.58,106.72,70.29,100,100,4.47,mist
367,Elizabeth City,US,36.29,-76.25,88.02,48,40,13.8,scattered clouds
368,Chifeng,CN,42.27,118.96,70.57,67,19,1.57,few clouds
369,Ixtapa,MX,20.70,-105.20,88.23,70,38,5.01,scattered clouds
370,Faro,PT,37.02,-7.93,75.18,78,0,24.16,clear sky
371,Harlev,DK,55.35,12.23,64.71,80,82,6.42,light rain
372,Lata,PT,40.16,-8.33,63.7,78,98,6.26,overcast clouds
373,Fairbanks,US,64.84,-147.72,69.49,57,0,5.75,clear sky
374,Cap Malheureux,MU,-19.98,57.61,69.48,75,31,4.0,scattered clouds
375,Sangar,RU,63.92,127.47,54.95,75,100,2.17,overcast clouds
376,Ust-Tsilma,RU,65.44,52.15,57.69,74,81,3.33,broken clouds
377,Grootfontein,NA,-19.57,18.12,61.99,28,0,6.33,clear sky
378,Port Lincoln,AU,-34.73,135.87,55.94,75,100,19.01,light rain
379,Margate,GB,51.38,1.39,61.3,80,97,10.0,overcast clouds
380,Shepsi,RU,44.04,39.15,70.23,68,0,4.63,clear sky
381,Longonjo,AO,-12.91,15.25,61.54,39,17,0.51,few clouds
382,Otjiwarongo,NA,-20.46,16.65,56.28,39,0,6.78,clear sky
383,Egvekinot,RU,66.32,-179.17,40.03,81,96,5.3,overcast clouds
384,Diego De Almagro,CL,-26.37,-70.05,68.81,18,0,7.18,clear sky
385,Rubizhne,UA,49.01,38.38,66.43,71,100,4.0,overcast clouds
386,Husavik,IS,66.04,-17.34,48.0,67,89,10.31,overcast clouds
387,Ereymentau,KZ,51.62,73.10,62.8,62,31,6.55,scattered clouds
388,Clarksville,US,36.53,-87.36,86.29,40,0,14.97,clear sky
389,Ilhabela,BR,-23.78,-45.36,66.31,89,100,6.71,overcast clouds
390,Matara,LK,5.95,80.54,77.65,89,100,5.32,overcast clouds
391,Jiazi,CN,22.88,116.07,79.68,91,95,7.52,overcast clouds
392,Mount Gambier,AU,-37.83,140.77,43.84,87,100,8.16,overcast clouds
393,Saint-Ambroise,CA,48.55,-71.33,57.02,82,100,13.8,overcast clouds
394,Sambava,MG,-14.27,50.17,72.09,88,40,10.13,light rain
395,Daoukro,CI,7.06,-3.96,72.97,92,100,1.88,overcast clouds
396,Pozo Colorado,PY,-23.49,-58.80,68.61,27,0,7.56,clear sky
397,Aloleng,PH,16.13,119.78,82.63,75,100,3.58,overcast clouds
398,Djambala,CG,-2.54,14.75,72.63,54,100,2.59,overcast clouds
399,Jiaojiang,CN,28.68,121.44,75.0,97,100,5.1,overcast clouds
400,Wilmington,US,34.23,-77.94,94.91,43,0,3.0,clear sky
401,Greeneville,US,36.16,-82.83,82.92,43,0,10.36,clear sky
402,Murray Bridge,AU,-35.12,139.27,54.12,71,100,12.28,overcast clouds
403,Sistranda,NO,63.73,8.83,53.56,78,40,10.47,scattered clouds
404,Korla,CN,41.76,86.15,77.0,26,100,8.95,overcast clouds
405,Ust-Koksa,RU,50.27,85.61,49.95,91,100,2.91,light rain
406,Santa Rosa,PH,14.31,121.11,82.38,83,26,3.2,scattered clouds
407,Savannah Bight,HN,16.45,-85.85,80.74,82,100,8.19,overcast clouds
408,Dourbali,TD,11.81,15.86,86.09,51,89,9.86,overcast clouds
409,Misawa,JP,40.68,141.36,60.6,80,44,3.89,scattered clouds
410,Iskateley,RU,67.68,53.15,52.68,88,69,6.76,light rain
411,Faya,SA,18.39,42.45,75.31,30,100,2.86,overcast clouds
412,Nantucket,US,41.28,-70.10,68.02,81,59,14.41,broken clouds
413,Kalabo,ZM,-14.97,22.68,62.37,43,7,4.18,clear sky
414,Kirakira,SB,-10.45,161.92,78.35,85,99,7.61,overcast clouds
415,Port Blair,IN,11.67,92.75,78.84,94,40,1.14,mist
416,Jalu,LY,29.03,21.55,86.18,21,0,10.02,clear sky
417,Valuyki,RU,50.20,38.11,57.92,92,74,2.28,broken clouds
418,Saint-Francois,FR,46.42,3.91,90.84,31,0,12.66,clear sky
419,Koudougou,BF,12.25,-2.37,80.76,63,100,2.84,overcast clouds
420,Kuching,MY,1.55,110.33,75.42,100,20,1.99,few clouds
421,Cecina,IT,43.31,10.52,83.98,59,83,4.0,broken clouds
422,Burns Lake,CA,54.23,-125.75,56.62,83,100,3.58,overcast clouds
423,Maloy,NO,61.94,5.11,53.33,78,99,26.04,light rain
424,Lardos,GR,36.09,28.02,75.02,79,0,12.46,clear sky
425,Mecca,SA,21.43,39.83,92.48,36,19,3.62,few clouds
426,San Cristobal,VE,7.77,-72.22,80.78,53,19,7.96,few clouds
427,Shimoda,JP,34.67,138.95,67.1,90,100,5.03,overcast clouds
428,Maarianhamina,AX,60.10,19.93,60.66,77,0,9.22,clear sky
429,Siniscola,IT,40.57,9.69,73.6,68,13,4.03,few clouds
430,Barinas,VE,8.62,-70.21,77.04,83,96,5.75,overcast clouds
431,Teguldet,RU,57.31,88.17,52.14,98,19,2.82,few clouds
432,Quatre Cocos,MU,-20.21,57.76,69.1,78,13,5.82,few clouds
433,Assiniboia,CA,49.63,-105.98,89.42,31,72,11.5,broken clouds
434,Caucaia,BR,-3.74,-38.65,85.95,62,20,16.11,few clouds
435,Rozivka,UA,46.94,35.77,65.05,62,60,4.79,broken clouds
436,Tabou,CI,4.42,-7.35,77.79,72,90,5.77,overcast clouds
437,Constitucion,CL,-35.33,-72.42,55.87,56,100,9.64,overcast clouds
438,Yar-Sale,RU,66.83,70.83,62.62,51,100,13.67,overcast clouds
439,Kimbe,PG,-5.55,150.14,74.3,92,78,2.75,broken clouds
440,Sabha,LY,27.04,14.43,85.1,14,0,8.41,clear sky
441,Flinders,AU,-34.58,150.86,53.38,81,27,10.76,scattered clouds
442,Bandar-E Anzali,IR,37.47,49.46,73.51,78,17,5.95,few clouds
443,Kautokeino,NO,69.01,23.04,45.66,91,100,7.16,overcast clouds
444,Voh,NC,-20.97,164.70,71.15,90,100,2.71,overcast clouds
445,Trairi,BR,-3.28,-39.27,80.8,75,96,11.05,overcast clouds
446,Svetlyy,RU,54.67,20.13,69.85,82,44,12.08,scattered clouds
447,Ulety,RU,51.36,112.48,61.48,86,100,4.52,moderate rain
448,Half Moon Bay,US,37.46,-122.43,73.89,60,0,11.5,clear sky
449,Fuerte Olimpo,PY,-21.04,-57.87,75.45,26,0,4.76,clear sky
450,Ulundi,ZA,-28.34,31.42,57.74,38,0,4.83,clear sky
451,Yenangyaung,MM,20.47,94.88,80.98,73,100,11.48,overcast clouds
452,Usinsk,RU,65.99,57.53,61.0,71,67,7.45,broken clouds
453,Mahibadhoo,MV,3.78,72.97,82.81,75,100,11.12,overcast clouds
454,Cangucu,BR,-31.39,-52.68,51.01,58,0,7.0,clear sky
455,Luganville,VU,-15.53,167.17,77.29,83,95,3.2,overcast clouds
456,Coahuayana,MX,18.73,-103.68,87.4,54,91,4.21,overcast clouds
457,Zyryanovsk,KZ,49.74,84.27,57.92,83,100,2.3,overcast clouds
458,Batyrevo,RU,55.07,47.61,56.32,92,41,6.93,scattered clouds
459,Bambari,CF,5.77,20.68,69.58,94,100,2.89,overcast clouds
460,Ouadda,CF,8.08,22.40,68.11,94,100,0.49,overcast clouds
461,Bakchar,RU,57.02,82.07,56.62,99,100,2.3,light rain
462,Ossora,RU,59.24,163.07,46.8,89,100,3.98,overcast clouds
463,Shirokiy,RU,49.76,129.52,53.2,94,70,7.11,broken clouds
464,Roma,US,43.21,-75.46,57.58,77,97,7.0,overcast clouds
465,Vada,NL,51.97,5.67,79.03,69,75,11.5,broken clouds
466,Raudeberg,NO,61.99,5.14,52.47,78,100,26.42,moderate rain
467,Sao Geraldo Do Araguaia,BR,-6.40,-48.55,89.94,53,10,1.32,clear sky
468,Omsukchan,RU,62.53,155.80,52.75,63,100,4.68,overcast clouds
469,Fairhope,US,30.52,-87.90,100.02,47,2,3.0,clear sky
470,Vaitape,PF,-16.52,-151.75,79.52,76,11,19.86,light rain
471,Ruthin,GB,53.11,-3.32,56.77,82,100,2.91,overcast clouds
472,Ugoofaaru,MV,5.67,73.00,82.49,74,56,11.45,broken clouds
473,Sexsmith,CA,55.35,-118.79,52.41,88,100,3.2,overcast clouds
474,Keetmanshoop,NA,-26.58,18.13,52.47,64,50,10.54,scattered clouds
475,Lodja,CD,-3.48,23.43,70.61,93,76,3.09,broken clouds
476,Kruisfontein,ZA,-34.00,24.73,56.88,88,95,5.77,overcast clouds
477,Walvis Bay,NA,-22.96,14.51,57.09,87,0,14.99,clear sky
478,Port Keats,AU,-14.25,129.55,67.48,41,6,5.82,clear sky
479,Rajgarh,IN,28.63,75.38,84.02,63,8,4.36,clear sky
480,Dingle,PH,11.00,122.67,77.65,88,57,2.06,moderate rain
481,Bosobolo,CD,4.18,19.90,70.95,90,100,5.59,overcast clouds
482,Shetpe,KZ,44.17,52.12,72.59,43,0,12.33,clear sky
483,Astana,KZ,51.18,71.45,67.95,68,20,4.47,few clouds
484,Mattru,SL,7.62,-11.83,74.17,94,100,3.15,light rain
485,Impfondo,CG,1.64,18.07,70.36,92,100,3.6,overcast clouds
486,Auki,SB,-8.77,160.70,76.03,87,64,3.98,broken clouds
487,Olga,RU,43.74,135.29,60.19,75,99,3.76,light rain
488,Salinas,US,36.68,-121.66,73.99,57,0,10.8,clear sky
489,Borovskoy,KZ,53.80,64.15,63.95,80,100,6.85,light rain
490,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,65.19,29,88,8.28,overcast clouds
491,Shahr-E Babak,IR,30.12,55.12,80.02,14,2,14.09,clear sky
492,Karasburg,NA,-28.02,18.75,48.27,87,100,8.95,overcast clouds
493,Manggar,ID,-2.88,108.27,79.23,82,88,4.0,overcast clouds
494,Buckeye,US,33.37,-112.58,101.3,25,54,10.69,broken clouds
495,Wuda,CN,39.50,106.71,78.84,18,13,20.2,few clouds
496,Krasnoshchekovo,RU,51.67,82.73,55.22,89,4,4.54,clear sky
497,Atambua,ID,-9.11,124.89,72.01,90,96,5.68,overcast clouds
498,Soyo,AO,-6.13,12.37,72.12,80,100,9.93,overcast clouds
499,San Rafael,AR,-34.62,-68.33,59.54,21,100,7.72,overcast clouds
500,Siuna,NI,13.73,-84.78,84.16,76,100,0.78,overcast clouds
501,Mujiayingzi,CN,42.12,118.78,69.26,69,26,1.23,scattered clouds
502,Briceni,MD,48.36,27.70,60.84,63,9,7.0,clear sky
503,Laem Sing,TH,12.48,102.07,86.14,100,99,6.17,overcast clouds
504,Urubicha,BO,-15.38,-62.95,79.29,46,30,3.62,scattered clouds
505,Tevaitoa,PF,-16.78,-151.50,79.18,77,23,20.62,light rain
506,Ponta Do Sol,PT,32.67,-17.10,76.01,79,14,6.29,few clouds
507,Abilene,US,32.45,-99.73,97.88,33,75,8.05,broken clouds
508,Dagana,MR,16.52,-15.51,85.15,61,100,16.02,moderate rain
509,Beringovskiy,RU,63.05,179.32,49.1,73,100,8.61,overcast clouds
510,Telfs,AT,47.30,11.07,80.08,64,0,4.38,clear sky
511,San Antonio,US,29.42,-98.49,99.27,38,20,9.22,few clouds
512,Alberton,CA,46.82,-64.07,67.48,75,100,8.95,overcast clouds
513,Blythe,US,33.61,-114.60,98.04,6,6,17.94,clear sky
514,Maryborough,AU,-25.53,152.70,53.02,90,16,6.08,few clouds
515,Vogar,IS,63.98,-22.39,52.36,76,0,13.8,clear sky
516,Kaseda,JP,31.42,130.32,73.58,91,100,3.09,overcast clouds
517,Poum,NC,-20.23,164.02,75.06,80,100,3.83,overcast clouds
518,Waiouru,NZ,-39.48,175.67,39.36,95,71,4.92,moderate rain
519,Avera,US,33.19,-82.53,95.05,26,29,6.55,scattered clouds
520,Kutum,SD,14.20,24.67,87.58,18,49,11.72,scattered clouds
521,Ouro Preto,BR,-20.39,-43.51,74.34,40,8,4.99,clear sky
522,Taft,IR,31.75,54.21,87.75,14,0,4.61,clear sky
523,Florianopolis,BR,-27.61,-48.50,62.62,66,20,11.5,few clouds
524,Mitsamiouli,KM,-11.38,43.28,77.18,69,38,16.44,scattered clouds
525,Ilulissat,GL,69.22,-51.10,35.62,87,75,13.8,broken clouds
526,Hameenlinna,FI,61.00,24.46,59.14,98,98,6.04,overcast clouds
527,Miyoshi,JP,35.08,137.07,67.62,82,99,2.3,overcast clouds
528,Hamilton,US,39.18,-84.53,77.99,39,0,8.99,clear sky
529,Isangel,VU,-19.55,169.27,74.12,89,100,7.85,light rain
530,Griffith,US,41.53,-87.42,77.31,46,0,10.36,clear sky
531,Pergine Valsugana,IT,46.06,11.24,74.28,85,1,4.97,clear sky
532,Manolas,GR,38.05,21.35,75.29,60,20,0.0,few clouds
533,Kholtoson,RU,50.30,103.31,52.88,98,100,2.77,moderate rain
534,Waipawa,NZ,-41.41,175.52,45.68,77,98,9.37,overcast clouds
535,Ladario,BR,-19.00,-57.60,78.19,29,0,3.47,clear sky
536,Arya,PK,33.60,73.07,75.16,63,74,12.59,light rain
537,Korkino,RU,54.89,61.40,57.04,97,100,5.39,light rain
538,Maltahohe,NA,-24.83,16.98,51.69,24,0,8.63,clear sky
539,Piombino,IT,42.93,10.52,83.66,64,33,7.0,scattered clouds
540,Nicoya,CR,10.15,-85.45,82.04,79,48,8.57,scattered clouds
541,Carahue,CL,-38.70,-73.17,47.71,76,100,1.23,moderate rain
542,Dwarka,IN,22.24,68.97,85.12,80,10,15.03,clear sky
543,Araouane,ML,18.90,-3.53,88.11,43,98,7.52,overcast clouds
544,Gigmoto,PH,13.78,124.39,80.67,82,92,3.65,overcast clouds
545,Asosa,ET,10.07,34.53,61.52,95,100,2.64,moderate rain
546,Anadyr,RU,64.75,177.48,50.0,71,100,4.0,overcast clouds
547,Victor Harbor,AU,-35.57,138.62,52.68,62,100,11.34,moderate rain
548,Shiyan,CN,32.65,110.78,72.86,91,100,0.89,overcast clouds
549,Honningsvag,NO,70.98,25.97,47.95,71,20,16.11,few clouds
550,Mabaruma,GY,8.20,-59.78,81.63,74,100,7.29,overcast clouds
551,Isla Mujeres,MX,21.23,-86.73,86.16,70,100,10.25,overcast clouds
552,Gazalkent,UZ,41.56,69.77,71.92,30,24,7.99,few clouds
553,Tromso,NO,69.65,18.96,55.38,82,75,23.02,broken clouds
554,Menongue,AO,-14.66,17.69,58.28,39,5,3.96,clear sky
555,Brcko,BA,44.87,18.81,71.42,57,80,0.92,broken clouds
556,Haifa,IL,32.82,34.99,77.18,85,0,1.99,clear sky
557,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,52.39,100,75,2.24,broken clouds
558,Butia,BR,-30.12,-51.96,51.08,64,3,6.04,clear sky
559,Yinchuan,CN,38.47,106.27,80.35,31,9,10.11,clear sky
560,Lao Cai,VN,22.48,103.95,76.69,86,28,2.71,scattered clouds
561,Safakulevo,RU,54.99,62.54,61.57,95,100,5.91,overcast clouds
562,Santo Antonio Do Ica,BR,-3.10,-67.94,84.58,65,98,2.57,overcast clouds
563,Garoua,CM,9.30,13.40,75.2,78,89,5.01,overcast clouds
564,La Plata,AR,-34.92,-57.95,62.04,38,99,12.1,overcast clouds
565,Byron Bay,AU,-28.65,153.62,57.94,81,76,10.65,broken clouds
566,Saquarema,BR,-22.92,-42.51,73.44,85,69,16.64,broken clouds
567,Japura,ID,-0.32,102.35,73.47,96,88,1.9,overcast clouds
568,Harlingen,US,26.19,-97.70,91.31,36,47,17.2,scattered clouds
569,Sjovegan,NO,68.87,17.85,54.88,92,100,4.97,overcast clouds
570,Lebanon,US,36.21,-86.29,89.17,41,0,13.11,clear sky
571,Moba,CN,33.23,105.02,57.79,91,60,0.2,broken clouds
572,Tiarei,PF,-17.53,-149.33,80.62,78,14,18.54,light rain
573,Saint-Pierre,RE,-21.34,55.48,67.91,77,20,6.91,few clouds
574,Porto Velho,BR,-8.76,-63.90,86.05,66,40,4.61,scattered clouds
575,Black Forest,US,39.01,-104.70,83.05,31,0,13.8,clear sky
576,Xining,CN,36.62,101.77,59.25,52,100,0.94,overcast clouds
577,Mudgee,AU,-32.59,149.59,32.05,100,75,0.0,broken clouds
578,Hasaki,JP,35.73,140.83,66.6,93,100,9.73,overcast clouds
579,Luau,AO,-10.71,22.22,63.07,36,14,2.64,few clouds
580,Bethal,ZA,-26.46,29.47,49.53,38,0,5.46,clear sky
581,Bataipora,BR,-22.30,-53.27,68.32,41,0,5.88,clear sky
582,Del Rio,US,29.36,-100.90,95.4,34,0,13.8,clear sky
583,Dukat,RU,62.55,155.55,51.01,64,100,5.88,overcast clouds
584,Mwense,ZM,-10.38,28.70,65.05,44,94,6.24,overcast clouds
585,Alofi,NU,-19.06,-169.92,79.07,72,100,22.03,overcast clouds
586,Belmonte,BR,-15.86,-38.88,76.64,66,0,8.46,clear sky
587,Izhma,RU,65.01,53.91,56.75,75,11,4.23,few clouds
588,Imeni Zhelyabova,RU,58.95,36.60,50.88,83,100,3.49,overcast clouds
589,Kamalasai,TH,16.34,103.58,84.24,68,100,7.25,overcast clouds
590,Upington,ZA,-28.45,21.26,55.09,54,100,9.31,overcast clouds
591,Rio Grande,BR,-32.03,-52.10,55.51,55,0,12.17,clear sky
592,Boyolangu,ID,-8.12,111.89,75.43,93,73,1.81,light rain
593,Morehead,US,37.27,-87.18,83.86,46,0,8.05,clear sky
594,Grand Baie,MU,-20.02,57.58,69.46,75,38,5.01,scattered clouds
595,Havoysund,NO,71.00,24.66,48.43,72,69,20.49,broken clouds
596,Ostersund,SE,63.18,14.64,49.6,81,40,10.36,scattered clouds
597,Oussouye,SN,12.48,-16.55,78.96,70,100,11.39,overcast clouds
598,Uglegorsk,RU,49.08,142.03,53.53,90,100,6.55,overcast clouds
599,Bull Savanna,JM,17.89,-77.59,83.17,65,100,17.85,overcast clouds
600,Nogliki,RU,51.83,143.17,45.03,93,100,11.21,overcast clouds
601,Anori,BR,-3.77,-61.64,90.66,41,96,2.37,overcast clouds
602,Mocuba,MZ,-16.84,36.99,60.28,92,0,2.37,clear sky
603,Manoel Urbano,BR,-8.84,-69.26,85.87,58,86,3.49,overcast clouds
604,Sinuknipan,PH,13.89,122.64,77.49,90,8,1.66,clear sky
605,Ushumun,RU,52.78,126.53,50.99,80,20,4.9,few clouds
606,Sao Filipe,CV,14.90,-24.50,75.0,81,95,17.85,overcast clouds
607,La Maddalena,IT,41.21,9.41,82.56,66,43,7.16,scattered clouds
608,Nchelenge,ZM,-9.35,28.73,67.17,56,35,4.16,scattered clouds
609,Noumea,NC,-22.28,166.46,73.0,99,100,3.65,moderate rain
610,Izumo,JP,35.37,132.77,68.05,94,0,6.44,clear sky
611,Asilah,MA,35.47,-6.03,71.56,75,0,6.38,clear sky
612,Kamloops,CA,50.67,-120.32,66.74,77,81,1.99,broken clouds
613,Kikwit,CD,-5.04,18.82,76.64,50,100,0.38,overcast clouds
614,Puerto Asis,CO,0.51,-76.50,73.02,96,91,3.11,moderate rain
615,Xai-Xai,MZ,-25.05,33.64,64.62,66,0,11.83,clear sky
616,Nadym,RU,65.53,72.52,62.83,43,47,12.39,scattered clouds
617,Yanam,IN,16.73,82.22,82.89,78,100,5.17,overcast clouds
618,Port Shepstone,ZA,-30.74,30.45,63.66,60,100,9.57,overcast clouds
619,Puri,IN,19.80,85.85,82.92,82,100,7.83,overcast clouds
620,Sept-Iles,CA,50.20,-66.38,48.51,75,100,19.71,overcast clouds
621,Boralday,KZ,43.36,76.86,62.46,48,75,2.24,broken clouds
622,Aswan,EG,24.09,32.91,92.32,19,0,12.93,clear sky
623,Zyryanskoye,RU,56.83,86.63,52.9,95,64,3.49,broken clouds
624,Galdar,ES,28.15,-15.65,74.35,76,13,15.88,few clouds
625,Moose Factory,CA,51.26,-80.61,53.94,43,1,14.72,clear sky
626,Ginda,IN,30.69,78.49,61.03,75,94,4.16,overcast clouds
627,Sumbawanga,TZ,-7.97,31.62,58.06,68,87,3.02,overcast clouds
628,Opuwo,NA,-18.06,13.84,62.82,45,0,7.43,clear sky
629,West Bay,KY,19.37,-81.42,86.05,74,100,5.99,overcast clouds
630,Shaunavon,CA,49.65,-108.42,77.95,54,1,14.23,clear sky
631,Otane,NZ,-39.88,176.63,49.01,95,100,5.41,overcast clouds
632,Simoes,BR,-7.60,-40.82,89.74,29,82,8.03,broken clouds
633,Vitim,RU,59.45,112.56,62.82,56,72,5.66,broken clouds
634,Nizhniy Kuranakh,RU,58.84,125.49,48.02,90,3,1.14,clear sky
635,Barkly West,ZA,-28.54,24.52,55.85,33,100,9.98,overcast clouds
636,Qaqortoq,GL,60.72,-46.03,47.5,69,100,6.51,overcast clouds
637,Xinzhou,CN,38.41,112.73,71.92,59,92,2.39,overcast clouds
638,Acari,PE,-15.43,-74.62,72.1,50,21,6.24,few clouds
639,Tacna,PE,-18.01,-70.25,59.2,63,20,5.75,few clouds
640,Abu Samrah,SY,35.30,37.18,83.07,33,0,10.76,clear sky
641,Roura,GF,4.73,-52.33,84.11,70,40,12.66,scattered clouds
642,Bratsk,RU,56.13,101.61,55.89,84,91,8.57,overcast clouds
643,San Ignacio,BZ,17.16,-89.07,80.4,89,99,4.0,overcast clouds
644,Kirkwall,GB,58.98,-2.96,51.96,87,75,21.85,broken clouds
645,Hokitika,NZ,-42.72,170.97,42.93,72,0,6.55,clear sky
646,Umm Lajj,SA,25.02,37.27,88.05,50,0,7.34,clear sky
647,Koupela,BF,12.18,-0.35,84.99,54,92,0.34,overcast clouds
648,Pisco,PE,-13.70,-76.22,62.65,82,100,10.36,mist
649,Madimba,TZ,-10.40,40.33,74.07,72,2,13.38,clear sky
650,Barra,BR,-11.09,-43.14,89.15,24,30,2.26,scattered clouds
651,Kabalo,CD,-6.05,26.92,79.11,35,21,2.86,few clouds
652,Churapcha,RU,62.00,132.43,54.64,85,97,3.62,overcast clouds
653,Carbonia,IT,39.17,8.52,79.45,53,15,4.68,few clouds
654,Lensk,RU,60.73,114.93,54.84,57,8,5.26,clear sky
655,Cassilandia,BR,-19.11,-51.73,68.22,82,99,6.02,overcast clouds
656,Luangwa,ZM,-15.62,30.42,61.23,89,64,2.91,broken clouds
657,El Rosario,MX,24.26,-107.18,91.72,46,50,15.3,scattered clouds
658,Howard Springs,AU,-12.50,131.05,71.51,96,5,4.52,clear sky
659,Svetlogorsk,BY,52.63,29.73,59.43,76,100,6.29,overcast clouds
660,Alta Floresta,BR,-9.88,-56.09,89.62,32,99,6.71,overcast clouds
661,Rondonopolis,BR,-16.47,-54.64,87.66,43,64,3.8,broken clouds
662,San Carlos De Bariloche,AR,-41.15,-71.31,40.03,89,61,15.55,light rain
663,Mityana,UG,0.42,32.02,64.94,82,86,2.15,overcast clouds
664,Tshane,BW,-24.02,21.87,61.68,24,0,10.89,clear sky
665,Mahajanga,MG,-15.72,46.32,75.2,75,54,7.49,light rain
666,Abrau-Dyurso,RU,44.69,37.59,60.26,65,0,7.47,clear sky
667,Cockburn Town,TC,21.46,-71.14,82.13,76,100,13.31,overcast clouds
668,Mindupok,PH,6.09,124.42,77.18,86,100,3.6,overcast clouds
669,Manitouwadge,CA,49.12,-85.84,68.27,24,10,6.69,clear sky
670,Wanning,CN,18.80,110.40,82.22,87,63,12.17,broken clouds
671,Santo Amaro Da Imperatriz,BR,-27.69,-48.78,65.64,69,4,3.94,clear sky
672,Chicama,PE,-7.84,-79.15,64.94,57,35,10.18,scattered clouds
673,Farkhor,TJ,37.49,69.40,72.01,56,98,10.6,overcast clouds
674,Berlevag,NO,70.86,29.09,42.8,87,100,10.36,overcast clouds
675,Andros Town,BS,24.70,-77.77,83.55,66,23,5.59,moderate rain
676,Turbat,PK,26.00,63.04,88.52,61,0,12.24,clear sky
677,Bagado,CO,5.41,-76.42,85.91,64,96,4.18,overcast clouds
678,Makat,KZ,47.65,53.35,79.56,33,73,15.1,broken clouds
679,Liwale,TZ,-9.77,37.93,66.49,65,38,5.21,scattered clouds
680,Mogadishu,SO,2.04,45.34,79.03,78,94,20.13,overcast clouds
681,Dalfsen,NL,52.50,6.25,72.18,72,100,15.17,overcast clouds
682,Talcahuano,CL,-36.72,-73.12,51.48,71,0,5.75,clear sky
683,Plano,US,33.02,-96.70,99.16,45,40,7.0,scattered clouds
684,Akyab,MM,20.15,92.90,80.08,83,100,5.61,light rain
685,Acarigua,VE,9.55,-69.20,79.92,82,100,3.06,overcast clouds
686,Nago,JP,26.59,127.98,81.03,92,100,7.56,overcast clouds
687,Tifton,US,31.45,-83.51,98.56,45,40,9.22,scattered clouds
688,Severnoye,RU,56.35,78.36,53.94,97,31,5.55,scattered clouds
689,Puerto Colombia,CO,10.99,-74.95,82.85,74,22,9.69,few clouds
690,Tubmanburg,LR,6.87,-10.82,74.39,91,38,4.0,scattered clouds
691,Morden,CA,49.19,-98.10,82.09,79,82,21.14,broken clouds
692,Mantua,IT,45.17,10.78,83.08,54,7,1.99,clear sky
693,Kedrovyy,RU,56.17,91.82,52.21,96,100,3.96,overcast clouds
694,Unjha,IN,23.80,72.40,88.29,60,17,11.72,few clouds
695,Santa Fe Do Sul,BR,-20.21,-50.93,69.24,66,100,2.98,overcast clouds
696,Nyurba,RU,63.28,118.33,55.22,70,100,5.03,overcast clouds
697,Havelock,US,34.88,-76.90,89.98,57,0,3.0,clear sky
698,Marabba,SD,12.35,32.18,93.29,28,100,12.5,overcast clouds
699,Malakal,SS,9.53,31.66,80.89,53,100,4.54,overcast clouds
