City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Ucluelet,CA,2022-06-13 17:58:07,48.9329,-125.5528,56.08,84,50,3.0
293,Ocos,GT,2022-06-13 17:58:27,14.5094,-92.1933,82.06,73,100,7.56
294,Gondanglegi,ID,2022-06-13 17:58:28,-7.7479,112.0132,74.17,93,98,6.96
295,Kalmunai,LK,2022-06-13 17:58:28,7.4167,81.8167,82.35,77,82,1.07
296,Berkak,NO,2022-06-13 17:58:29,62.825,10.0118,50.05,74,88,7.14
297,Remiremont,FR,2022-06-13 17:58:30,48.0175,6.5882,73.58,59,6,5.59
298,Laguna,US,2022-06-13 17:58:30,38.421,-121.4238,76.01,32,0,16.11
299,Ponta Delgada,PT,2022-06-13 17:58:31,37.7333,-25.6667,70.5,73,20,18.41
300,Nizwa,OM,2022-06-13 17:58:31,22.9333,57.5333,87.1,50,2,7.34
301,Arraial Do Cabo,BR,2022-06-13 17:58:32,-22.9661,-42.0278,71.56,60,20,24.16
302,Burnie,AU,2022-06-13 17:58:33,-41.0667,145.9167,43.95,82,63,8.46
303,Hami,CN,2022-06-13 17:58:33,42.8,93.45,87.03,6,1,6.8
304,Karratha,AU,2022-06-13 17:58:34,-20.7377,116.8463,73.08,56,0,6.04
305,Mackay,AU,2022-06-13 17:55:39,-21.15,149.2,58.17,65,0,8.57
306,Terralba,IT,2022-06-13 17:58:34,39.7192,8.6392,75.83,57,4,6.76
307,Witu,KE,2022-06-13 17:58:35,-2.3889,40.4382,76.6,81,20,11.92
308,Ilongero,TZ,2022-06-13 17:58:36,-4.6667,34.8667,65.44,53,68,6.98
309,Sycow,PL,2022-06-13 17:58:37,51.3081,17.7198,59.77,59,93,12.59
310,Richards Bay,ZA,2022-06-13 17:58:38,-28.783,32.0377,67.26,46,9,11.18
311,Toora-Khem,RU,2022-06-13 17:58:38,52.4675,96.11,57.22,92,100,1.23
312,Talaya,RU,2022-06-13 17:58:40,61.3833,152.75,43.72,77,90,4.03
313,Dhidhdhoo,MV,2022-06-13 17:58:41,6.8833,73.1,83.28,74,47,11.32
314,Krasnoselkup,RU,2022-06-13 17:58:41,65.7,82.4667,59.58,92,100,5.82
315,Belgrade,RS,2022-06-13 17:53:49,44.804,20.4651,81.84,53,0,6.91
316,Qaqortoq,GL,2022-06-13 17:58:42,60.7167,-46.0333,45.54,49,1,11.39
317,Mandan,US,2022-06-13 17:58:42,46.8267,-100.8896,73.81,77,100,8.05
318,Havelock,US,2022-06-13 17:58:43,34.8791,-76.9013,93.15,80,13,5.99
319,Broken Hill,AU,2022-06-13 17:58:44,-31.95,141.4333,44.35,74,0,8.41
320,Melbu,NO,2022-06-13 17:59:45,68.5044,14.8297,53.42,82,75,3.44
321,Ilulissat,GL,2022-06-13 17:59:45,69.2167,-51.1,33.71,73,96,10.69
322,Kuzhorskaya,RU,2022-06-13 17:59:46,44.6751,40.3103,67.24,69,83,10.33
323,Champerico,GT,2022-06-13 17:59:46,14.3,-91.9167,88.34,71,100,6.73
324,Benjamin Constant,BR,2022-06-13 17:59:47,-4.3831,-70.0311,77.13,69,75,4.61
325,Brodokalmak,RU,2022-06-13 17:59:48,55.5748,62.082,58.1,92,88,6.44
326,Diamantino,BR,2022-06-13 17:59:48,-14.4086,-56.4461,77.05,32,26,7.09
327,Verkhovazhye,RU,2022-06-13 17:59:49,60.7472,42.0465,57.65,79,100,4.38
328,Saint Anthony,US,2022-06-13 17:56:46,45.0205,-93.218,73.76,88,0,8.05
329,Yeniseysk,RU,2022-06-13 17:59:50,58.4497,92.1703,58.23,96,65,3.58
330,Chippewa Falls,US,2022-06-13 17:56:43,44.9369,-91.3929,62.78,90,100,11.34
331,Saint-Ambroise,CA,2022-06-13 17:59:50,48.5501,-71.3324,61.34,94,93,8.05
332,Meridian,US,2022-06-13 17:59:51,43.6121,-116.3915,55.15,53,72,11.5
333,Lasa,IT,2022-06-13 17:59:49,46.6166,10.7002,70.7,64,51,5.97
334,Kununurra,AU,2022-06-13 17:59:51,-15.7667,128.7333,53.58,76,7,0.0
335,Freeport,US,2022-06-13 17:57:13,40.6576,-73.5832,85.98,67,80,5.01
336,Lakkion,GR,2022-06-13 17:59:52,37.1333,26.85,78.3,75,12,13.85
337,Mantenopolis,BR,2022-06-13 17:59:53,-18.8625,-41.1228,73.44,68,98,5.48
338,Oussouye,SN,2022-06-13 17:59:53,12.485,-16.5469,91.58,64,44,12.33
339,Inhambane,MZ,2022-06-13 17:59:54,-23.865,35.3833,68.97,79,0,8.28
340,Ambilobe,MG,2022-06-13 17:59:55,-13.2,49.05,71.58,83,38,3.67
341,Clyde River,CA,2022-06-13 17:59:56,70.4692,-68.5914,35.83,80,100,3.44
342,Galesong,ID,2022-06-13 17:59:57,-5.3166,119.3661,75.22,84,60,5.3
343,Comodoro Rivadavia,AR,2022-06-13 17:59:58,-45.8667,-67.5,58.86,44,0,12.66
344,Colares,PT,2022-06-13 17:59:59,38.7992,-9.4469,85.19,64,0,8.05
345,Makat,KZ,2022-06-13 18:00:00,47.6469,53.3463,71.69,33,0,12.37
346,High Level,CA,2022-06-13 18:00:00,58.5169,-117.136,68.11,52,40,0.0
347,Mariental,NA,2022-06-13 17:59:30,-24.6333,17.9667,63.68,34,30,15.73
348,Xinqing,CN,2022-06-13 18:00:01,48.2333,129.5,59.63,82,100,2.66
349,Samarai,PG,2022-06-13 18:00:01,-10.6167,150.6667,81.39,75,72,11.21
350,Kondinskoye,RU,2022-06-13 18:00:02,59.6481,67.41,49.68,92,100,7.81
351,Ostrovnoy,RU,2022-06-13 18:00:03,68.0531,39.5131,51.8,87,100,7.05
352,Pontianak,ID,2022-06-13 18:00:04,-0.0333,109.3333,76.98,94,75,2.3
353,Maragogi,BR,2022-06-13 17:57:20,-9.0122,-35.2225,79.63,74,5,6.26
354,Flinders,AU,2022-06-13 18:00:05,-34.5833,150.8552,46.06,80,0,1.01
355,Eyl,SO,2022-06-13 18:00:05,7.9803,49.8164,79.25,76,84,25.23
356,Constitucion,CL,2022-06-13 18:00:07,-35.3333,-72.4167,53.76,76,100,3.38
357,Bar Harbor,US,2022-06-13 18:00:07,44.3876,-68.2039,63.93,86,100,5.01
358,Gravdal,NO,2022-06-13 18:00:08,68.1214,13.5031,49.41,90,98,9.51
359,Kruisfontein,ZA,2022-06-13 18:00:09,-34.0033,24.7314,60.89,41,100,2.86
360,Ishigaki,JP,2022-06-13 18:00:10,24.3448,124.1572,82.94,86,100,24.05
361,Filimonovo,RU,2022-06-13 18:00:10,56.2011,95.4611,62.11,85,31,6.22
362,Rio Cuarto,AR,2022-06-13 17:55:53,-33.1307,-64.3499,75.47,17,58,25.32
363,Cayenne,GF,2022-06-13 18:00:06,4.9333,-52.3333,87.84,10,75,11.5
364,Ko Samui,TH,2022-06-13 18:00:12,9.5357,99.9357,84.38,70,73,3.04
365,Kurilsk,RU,2022-06-13 18:00:13,45.2333,147.8833,42.84,89,4,4.38
366,Pucara,PE,2022-06-13 18:00:14,-15.9803,-71.4606,48.09,8,1,6.82
367,Luderitz,NA,2022-06-13 17:59:30,-26.6481,15.1594,59.02,90,80,12.88
368,Kahului,US,2022-06-13 18:01:15,20.8947,-156.47,79.84,81,11,11.01
369,Grindavik,IS,2022-06-13 18:01:16,63.8424,-22.4338,50.47,100,100,20.71
370,Hsinchu,TW,2022-06-13 18:01:19,24.8036,120.9686,82.94,76,100,3.0
371,Margate,GB,2022-06-13 18:01:19,51.3813,1.3862,66.87,59,20,5.01
372,Filingue,NE,2022-06-13 18:01:19,14.3521,3.3168,104.86,18,29,10.65
373,Arraias,BR,2022-06-13 18:01:20,-12.9288,-46.9437,92.34,22,13,2.26
374,Faya,SA,2022-06-13 17:59:50,18.3851,42.4509,77.11,45,17,4.09
375,Okakarara,NA,2022-06-13 18:01:21,-20.5833,17.4333,59.85,39,0,8.88
376,Torbay,CA,2022-06-13 18:01:22,47.6666,-52.7314,57.88,79,97,3.0
377,Umm Kaddadah,SD,2022-06-13 18:01:22,13.6017,26.6876,80.47,54,86,9.19
378,Aykhal,RU,2022-06-13 18:01:23,66.0,111.5,53.56,43,5,2.73
379,Todos Santos,MX,2022-06-13 18:01:24,23.45,-110.2167,76.77,61,44,7.99
380,Rizhao,CN,2022-06-13 18:01:24,35.4275,119.4553,66.42,91,99,2.17
381,Scarborough,GB,2022-06-13 18:01:25,54.2797,-0.4044,60.78,68,96,3.0
382,Ahipara,NZ,2022-06-13 18:01:26,-35.1667,173.1667,57.51,69,49,15.97
383,Ardakan,IR,2022-06-13 18:01:26,32.31,54.0175,95.25,7,11,9.44
384,Marsaxlokk,MT,2022-06-13 18:01:26,35.8419,14.5431,81.21,41,0,8.05
385,Kirya,TZ,2022-06-13 18:01:27,-3.9167,37.4833,71.85,58,71,6.35
386,Dustlik,UZ,2022-06-13 18:01:13,40.5247,68.0358,80.01,40,8,6.58
387,Corinto,GR,2022-06-13 18:01:28,37.9407,22.9573,80.42,60,32,4.7
388,Sobolevo,RU,2022-06-13 18:01:29,54.4299,31.8996,59.68,82,61,4.12
389,Havoysund,NO,2022-06-13 18:01:29,70.9963,24.6622,43.03,85,97,8.75
390,Kentau,KZ,2022-06-13 18:01:30,43.5206,68.5094,78.24,29,19,5.39
391,Sao Luiz Gonzaga,BR,2022-06-13 18:01:30,-28.4083,-54.9608,59.4,62,0,6.17
392,Manavgat,TR,2022-06-13 18:01:32,36.7867,31.4431,73.36,81,17,5.75
393,Ngaoundere,CM,2022-06-13 18:01:32,7.3167,13.5833,66.36,90,100,1.59
394,Carutapera,BR,2022-06-13 18:01:33,-1.195,-46.02,84.92,64,11,8.7
395,Nanortalik,GL,2022-06-13 18:01:33,60.1432,-45.2371,38.97,75,7,29.8
396,Bandarbeyla,SO,2022-06-13 18:01:34,9.4942,50.8122,79.34,79,74,30.38
397,Bin Qirdan,TN,2022-06-13 18:01:34,33.1378,11.2197,77.86,49,0,9.8
398,Cesvaine,LV,2022-06-13 18:01:35,56.9667,26.3167,57.87,78,83,4.59
399,Pueblo,US,2022-06-13 17:59:58,38.2545,-104.6091,95.77,12,0,1.99
400,Olafsvik,IS,2022-06-13 18:01:37,64.8945,-23.7142,49.91,95,100,17.63
401,Ulladulla,AU,2022-06-13 18:01:37,-35.35,150.4667,42.6,80,0,4.76
402,Moen,NO,2022-06-13 18:01:38,69.1304,18.6123,57.92,67,75,4.61
403,Ziro,IN,2022-06-13 18:01:38,27.6333,93.8333,58.33,99,100,0.69
404,Isla Mujeres,MX,2022-06-13 18:01:39,21.2311,-86.731,87.17,75,15,16.02
405,Santa Isabel Do Rio Negro,BR,2022-06-13 18:01:39,-0.4139,-65.0192,75.29,95,97,4.16
406,Buala,SB,2022-06-13 18:01:40,-8.145,159.5921,79.14,83,97,7.49
407,Praia,CV,2022-06-13 17:58:13,14.9215,-23.5087,81.14,57,20,21.85
408,Elko,US,2022-06-13 18:01:41,41.0002,-115.5012,59.05,38,55,14.0
409,Iskateley,RU,2022-06-13 18:01:41,67.6803,53.1512,59.13,39,100,13.2
410,Nyzhnya Duvanka,UA,2022-06-13 18:01:41,49.5846,38.1743,65.44,92,68,7.27
411,Gizo,SB,2022-06-13 18:02:42,-8.103,156.8419,81.27,71,71,5.26
412,Waverly,US,2022-06-13 18:02:42,42.7392,-84.6208,82.33,57,0,9.22
413,Sioux Lookout,CA,2022-06-13 18:00:08,50.1001,-91.917,78.37,45,49,8.68
414,Cururupu,BR,2022-06-13 18:02:43,-1.8283,-44.8683,83.28,71,33,4.9
415,Vanimo,PG,2022-06-13 18:01:17,-2.6741,141.3028,76.77,89,16,6.6
416,Labuhan,ID,2022-06-13 18:02:44,-6.8844,112.2051,77.65,88,99,6.44
417,Broome,US,2022-06-13 18:02:44,42.2506,-75.833,79.02,55,0,10.36
418,Kirovskiy,RU,2022-06-13 18:02:46,45.0917,133.5136,49.82,94,100,2.13
419,Xai-Xai,MZ,2022-06-13 18:02:46,-25.0519,33.6442,66.49,70,0,6.82
420,Tchibanga,GA,2022-06-13 18:02:47,-2.85,11.0333,73.89,75,74,5.41
421,Sinjar,IQ,2022-06-13 18:02:47,36.3209,41.8754,82.69,28,0,7.99
422,Masuda,JP,2022-06-13 18:02:48,34.6667,131.85,62.37,86,100,3.83
423,Pravdinsk,RU,2022-06-13 18:02:49,54.4429,21.0179,54.3,92,100,9.44
424,Sucua,EC,2022-06-13 18:02:49,-2.4667,-78.1667,71.65,71,96,3.44
425,Krasnokamensk,RU,2022-06-13 18:02:50,50.0979,118.0369,56.79,88,61,3.6
426,La Serena,CL,2022-06-13 18:02:51,-29.9078,-71.2542,58.82,70,86,5.95
427,Caconda,AO,2022-06-13 18:02:51,-13.7333,15.0667,59.11,32,12,5.86
428,La Tuque,CA,2022-06-13 18:02:52,47.4334,-72.7824,63.91,65,75,7.45
429,Mayumba,GA,2022-06-13 18:02:52,-3.432,10.6554,75.33,84,34,7.34
430,Joao Camara,BR,2022-06-13 18:02:53,-5.5375,-35.8197,84.0,57,59,12.66
431,Monrovia,LR,2022-06-13 18:02:53,6.3005,-10.7969,79.0,79,84,12.68
432,Catina,IT,2022-06-13 18:02:55,37.5021,15.0872,79.86,58,0,9.22
433,Port Hueneme,US,2022-06-13 18:02:57,34.1478,-119.1951,85.39,78,100,11.5
434,Kodinsk,RU,2022-06-13 18:02:57,58.6881,99.1844,65.12,60,68,4.07
435,Itoman,JP,2022-06-13 18:02:57,26.1247,127.6694,81.37,96,75,19.57
436,Atar,MR,2022-06-13 18:02:58,20.5169,-13.0499,101.61,18,61,10.16
437,Zhangye,CN,2022-06-13 18:02:58,38.9342,100.4517,71.08,11,0,8.01
438,Santa Vitoria,BR,2022-06-13 18:02:58,-18.8386,-50.1214,78.84,16,64,4.52
439,Lahij,YE,2022-06-13 18:02:59,13.1667,44.5833,90.16,49,79,3.47
440,Zuwarah,LY,2022-06-13 18:02:59,32.9312,12.082,74.52,70,0,9.93
441,Kendari,ID,2022-06-13 18:03:00,-3.945,122.4989,72.39,95,94,3.29
442,Sal Rei,CV,2022-06-13 18:03:00,16.1833,-22.9167,77.2,73,75,20.71
443,Amos,CA,2022-06-13 18:03:00,48.5669,-78.1162,64.18,68,95,6.4
444,Plouzane,FR,2022-06-13 18:03:01,48.3833,-4.6167,66.25,55,0,13.8
445,Solhan,TR,2022-06-13 18:03:01,38.9634,41.0293,58.86,75,43,1.1
446,Berlevag,NO,2022-06-13 18:03:02,70.8578,29.0864,44.55,76,100,12.66
447,Malmesbury,ZA,2022-06-13 18:03:04,-33.4608,18.7271,53.78,93,100,16.87
448,Pingliang,CN,2022-06-13 18:03:04,35.5392,106.6861,63.91,19,0,6.87
449,Andra,RU,2022-06-13 18:03:05,62.5147,65.8878,46.72,71,98,9.89
450,Akdepe,TM,2022-06-13 18:03:05,42.0551,59.3788,85.96,18,52,6.46
451,Kloulklubed,PW,2022-06-13 18:03:06,7.0419,134.2556,82.54,77,90,11.97
452,Vao,NC,2022-06-13 18:03:07,-22.6667,167.4833,71.87,72,100,11.12
453,Zhigalovo,RU,2022-06-13 18:03:07,54.8097,105.1578,60.49,95,97,4.81
454,Camabatela,AO,2022-06-13 18:03:08,-8.1881,15.375,65.03,40,19,2.57
455,Menongue,AO,2022-06-13 18:03:08,-14.6585,17.691,59.77,41,2,1.19
456,Gizycko,PL,2022-06-13 18:00:38,54.0381,21.7644,54.0,95,100,14.97
457,Opuwo,NA,2022-06-13 18:03:08,-18.0607,13.84,63.18,37,0,8.21
458,Zharkovskiy,RU,2022-06-13 18:03:09,55.849,32.2697,59.31,72,32,4.85
459,Miri,MY,2022-06-13 18:04:09,4.4148,114.0089,75.72,92,100,3.94
460,Golfito,CR,2022-06-13 18:04:10,8.639,-83.166,83.08,73,80,5.68
461,Kharp,RU,2022-06-13 18:04:10,66.8014,65.8081,49.75,56,84,2.1
462,Sur,OM,2022-06-13 18:04:11,22.5667,59.5289,84.31,75,0,17.38
463,Ialibu,PG,2022-06-13 18:04:11,-6.2821,143.9935,54.21,94,30,1.99
464,Iranshahr,IR,2022-06-13 18:04:12,27.2025,60.6848,91.36,32,77,7.0
465,Gweru,ZW,2022-06-13 18:04:14,-19.45,29.8167,53.91,46,0,4.63
466,Zelenogorsk,RU,2022-06-13 18:04:14,56.1147,94.5861,62.69,86,17,1.86
467,Iquitos,PE,2022-06-13 18:01:32,-3.7481,-73.2472,82.69,51,93,4.7
468,Codrington,AU,2022-06-13 18:02:38,-38.2667,141.9667,43.84,83,93,9.22
469,Jalu,LY,2022-06-13 18:04:16,29.0331,21.5482,85.06,31,3,14.0
470,Ayan,RU,2022-06-13 18:04:17,56.45,138.1667,41.63,97,100,3.44
471,Aracati,BR,2022-06-13 18:04:19,-4.5617,-37.7697,85.21,57,9,8.12
472,Alofi,NU,2022-06-13 18:04:19,-19.0595,-169.9187,73.29,100,75,8.05
473,Dongfeng,CN,2022-06-13 18:04:20,42.6403,125.5118,60.49,84,98,4.47
474,Namibe,AO,2022-06-13 18:04:20,-15.1961,12.1522,68.83,69,0,15.95
475,Abonnema,NG,2022-06-13 18:04:21,4.7084,6.7931,77.25,86,100,5.75
476,Los Llanos De Aridane,ES,2022-06-13 18:04:22,28.6585,-17.9182,69.55,77,75,6.91
477,Venustiano Carranza,MX,2022-06-13 18:04:22,19.43,-99.0992,73.15,33,75,3.44
478,Westport,US,2022-06-13 18:00:07,41.1415,-73.3579,85.08,56,70,1.01
479,Kawalu,ID,2022-06-13 18:04:23,-7.3817,108.2082,72.18,95,100,2.19
480,Xining,CN,2022-06-13 18:01:58,36.6167,101.7667,54.34,38,0,2.48
481,Ordzhonikidze,KZ,2022-06-13 18:04:25,52.4411,61.7408,54.05,85,83,10.96
482,Rincon,US,2022-06-13 18:00:27,32.296,-81.2354,95.86,65,75,3.44
483,Klyuchi,RU,2022-06-13 18:04:26,52.2667,79.1667,69.42,59,70,6.46
484,Hailar,CN,2022-06-13 18:04:26,49.2,119.7,55.87,89,67,4.74
485,Azangaro,PE,2022-06-13 18:01:22,-14.9167,-70.2167,54.84,20,2,5.48
486,Solnechnogorsk,RU,2022-06-13 18:04:27,56.1833,36.9833,67.86,82,66,2.73
487,San Ramon,US,2022-06-13 18:04:27,37.7799,-121.978,74.95,47,0,9.22
488,Black River,JM,2022-06-13 18:03:51,18.0264,-77.8487,90.63,48,100,21.18
489,Ayorou,NE,2022-06-13 18:04:28,14.7308,0.9174,102.52,24,20,5.41
490,Raudeberg,NO,2022-06-13 18:04:28,61.9875,5.1352,50.67,95,100,13.13
491,Harper,LR,2022-06-13 18:04:29,4.375,-7.7169,79.92,67,82,6.15
492,Dumbrava,RO,2022-06-13 18:04:29,44.8833,26.1833,75.02,79,66,0.94
493,Zlatoust,RU,2022-06-13 18:04:30,55.1711,59.6508,47.03,98,80,3.8
494,Half Moon Bay,US,2022-06-13 18:04:31,37.4636,-122.4286,74.88,55,0,14.97
495,Warin Chamrap,TH,2022-06-13 18:04:31,15.1932,104.8628,81.57,73,96,5.88
496,Jumla,NP,2022-06-13 18:04:32,29.2747,82.1838,60.8,78,72,3.29
497,Tazovskiy,RU,2022-06-13 18:04:33,67.4667,78.7,51.42,82,100,17.43
498,Severnyy,RU,2022-06-13 18:04:34,50.677,36.5532,71.64,73,0,6.71
499,Hammerfest,NO,2022-06-13 18:04:34,70.6634,23.6821,45.05,81,75,6.91
500,Acireale,IT,2022-06-13 18:04:35,37.6125,15.1663,77.2,62,0,9.22
501,Abu Samrah,SY,2022-06-13 18:04:35,35.3029,37.1841,71.33,62,0,14.81
502,Rudnogorsk,RU,2022-06-13 18:04:37,57.2639,103.7519,54.84,96,69,2.82
503,Santarem,BR,2022-06-13 18:04:38,-2.4431,-54.7083,85.5,62,53,3.78
504,Stornoway,GB,2022-06-13 18:04:38,58.2093,-6.3865,55.36,74,40,11.5
505,Portland,US,2022-06-13 18:02:59,45.5234,-122.6762,59.25,76,75,14.97
506,Tambilil,PH,2022-06-13 18:04:39,5.9622,124.6697,77.68,85,99,3.53
507,Moose Factory,CA,2022-06-13 18:01:12,51.2585,-80.6094,70.68,44,4,11.16
508,Mount Isa,AU,2022-06-13 18:05:40,-20.7333,139.5,42.57,65,27,4.61
509,Kholtoson,RU,2022-06-13 18:05:41,50.2981,103.3097,53.49,84,93,0.16
510,Salvador,SV,2022-06-13 18:05:42,13.8333,-88.9167,81.05,78,87,2.1
511,Lata,PT,2022-06-13 18:05:43,40.1629,-8.3327,73.81,43,36,7.29
512,Novoblagodarnoye,RU,2022-06-13 18:05:43,44.1433,42.875,58.51,88,40,2.24
513,Bairiki,KI,2022-06-13 18:05:45,1.3292,172.9752,77.0,88,20,3.44
514,Wanxian,CN,2022-06-13 18:05:46,30.8039,108.3897,71.58,91,33,3.06
515,Soanierana Ivongo,MG,2022-06-13 18:05:48,-16.9167,49.5833,71.6,83,92,11.05
516,Carbonia,IT,2022-06-13 18:05:49,39.1672,8.5222,88.45,47,3,9.48
517,Teya,RU,2022-06-13 18:05:50,60.3778,92.6267,55.51,96,41,4.47
518,Gigmoto,PH,2022-06-13 18:05:51,13.7796,124.39,80.22,84,72,5.23
519,Puerto Cabezas,NI,2022-06-13 18:05:52,14.0351,-83.3888,77.23,88,100,3.94
520,Upata,VE,2022-06-13 18:05:54,8.0086,-62.3989,74.19,64,100,3.4
521,Port Macquarie,AU,2022-06-13 18:05:56,-31.4333,152.9167,41.9,87,8,4.0
522,Cap-Aux-Meules,CA,2022-06-13 18:05:01,47.3821,-61.8597,51.89,93,80,4.59
523,Baiyin,CN,2022-06-13 18:05:58,36.5583,104.2081,67.17,13,0,4.5
524,Cordoba,AR,2022-06-13 18:04:27,-31.4135,-64.1811,76.05,12,0,24.16
525,Diffa,NE,2022-06-13 18:05:58,13.3154,12.6113,95.97,30,78,10.31
526,Mahebourg,MU,2022-06-13 18:05:59,-20.4081,57.7,73.26,62,80,17.96
527,Rong Kwang,TH,2022-06-13 18:05:59,18.339,100.3174,75.18,95,100,1.57
528,Am Timan,TD,2022-06-13 18:06:00,11.0297,20.2827,85.08,53,100,4.68
529,Tabas,IR,2022-06-13 18:06:00,33.5959,56.9244,96.1,13,6,7.92
530,Vitim,RU,2022-06-13 18:06:00,59.4511,112.5578,51.28,63,73,2.1
531,Gastonia,US,2022-06-13 18:06:01,35.2621,-81.1873,97.93,48,0,5.75
532,Muroto,JP,2022-06-13 18:06:02,33.2833,134.15,67.3,90,100,24.58
533,Dunedin,NZ,2022-06-13 18:02:14,-45.8742,170.5036,50.81,51,31,4.0
534,Ilhabela,BR,2022-06-13 18:02:51,-23.7781,-45.3581,66.38,65,98,8.41
535,Bolshoy Kamen,RU,2022-06-13 18:06:04,43.1225,132.3583,51.69,89,99,3.53
536,San Vicente,AR,2022-06-13 18:06:05,-26.6167,-54.1333,63.19,44,0,2.59
537,Bogorodskoye,RU,2022-06-13 18:06:06,56.55,37.8833,60.98,85,70,3.04
538,Payao,PH,2022-06-13 18:06:06,10.1833,122.95,77.58,88,96,3.91
539,Omboue,GA,2022-06-13 18:06:06,-1.5746,9.2618,75.94,84,58,8.39
540,Ulaanbaatar,MN,2022-06-13 18:06:07,47.9077,106.8832,57.33,54,0,0.0
541,La Primavera,CO,2022-06-13 18:06:09,5.4906,-70.4092,74.14,84,98,12.01
542,Alcudia,ES,2022-06-13 18:06:09,39.8532,3.1214,90.7,47,1,2.44
543,Coahuayana,MX,2022-06-13 18:06:10,18.7333,-103.6833,92.19,46,80,6.64
544,Joshimath,IN,2022-06-13 18:06:12,30.5667,79.5667,70.75,59,71,0.51
545,Savalou,BJ,2022-06-13 18:06:12,7.9281,1.9756,84.63,61,58,5.57
546,Kavaratti,IN,2022-06-13 18:06:14,10.5669,72.642,83.93,73,97,13.0
547,Hofn,IS,2022-06-13 18:06:15,64.2539,-15.2082,50.02,93,100,4.61
548,Poyarkovo,RU,2022-06-13 18:06:16,49.6,128.6833,61.54,84,100,4.7
549,Dire Dawa,ET,2022-06-13 18:06:16,9.5931,41.8661,78.4,51,96,14.18
550,Kapoeta,SS,2022-06-13 18:06:17,4.7717,33.5903,83.44,37,64,9.64
551,Chara,RU,2022-06-13 18:06:17,56.9064,118.2631,56.41,47,81,2.46
552,Jacqueville,CI,2022-06-13 18:06:17,5.2052,-4.4146,80.28,69,29,9.91
553,Umm Lajj,SA,2022-06-13 18:07:18,25.0213,37.2685,87.85,42,0,7.02
554,Steinau,DE,2022-06-13 18:07:19,53.6833,8.8833,59.0,62,40,16.11
555,Tiarei,PF,2022-06-13 18:07:19,-17.5333,-149.3333,77.02,70,31,20.67
556,Pangnirtung,CA,2022-06-13 18:07:21,66.1451,-65.7125,33.69,92,83,3.58
557,Klaksvik,FO,2022-06-13 18:07:21,62.2266,-6.589,50.92,96,100,11.18
558,Susanville,US,2022-06-13 18:06:04,40.4163,-120.653,60.66,51,75,13.8
559,Vila Do Maio,CV,2022-06-13 18:03:53,15.1333,-23.2167,79.59,87,32,17.09
560,Takoradi,GH,2022-06-13 18:07:22,4.8845,-1.7554,79.72,73,35,7.52
561,Gobabis,NA,2022-06-13 18:07:23,-22.45,18.9667,60.57,34,0,11.54
562,Karibib,NA,2022-06-13 18:07:23,-21.9333,15.8333,57.9,50,0,8.97
563,Nankana Sahib,PK,2022-06-13 18:07:24,31.4475,73.6972,98.42,22,30,3.09
564,Ostroleka,PL,2022-06-13 18:07:25,53.0862,21.5757,56.93,89,100,13.71
565,Mount Pleasant,US,2022-06-13 18:05:21,32.7941,-79.8626,95.14,72,0,12.66
566,Mitchell,US,2022-06-13 18:03:48,43.7094,-98.0298,83.1,80,100,16.11
567,Bintulu,MY,2022-06-13 18:07:25,3.1667,113.0333,75.33,92,100,4.14
568,Ulety,RU,2022-06-13 18:07:26,51.3572,112.4849,52.56,61,56,2.95
569,Anadyr,RU,2022-06-13 18:07:27,64.75,177.4833,42.01,56,44,11.01
570,Sorland,NO,2022-06-13 18:07:27,67.667,12.6934,48.06,94,100,18.95
571,Beringovskiy,RU,2022-06-13 18:06:17,63.05,179.3167,38.53,88,93,6.44
